time,x,y,in_or_out
0.0,186.87032179188012,0,2
0.0,202.60199538566326,0,1
1.0,218.3336689794464,0,1
2.0,234.06534257322954,0,1
3.0,249.79701616701269,0,1
4.0,265.5286897607958,0,0
5.0,281.26036335457894,0,0
6.0,296.99203694836206,0,0
7.0,312.72371054214517,0,0
8.0,328.4553841359283,0,0
9.0,344.1870577297114,0,0
10.0,359.9187313234945,0,0
11.0,375.6504049172776,0,0
12.0,391.38207851106074,0,0
13.0,407.11375210484385,0,0
14.0,422.84542569862697,0,0
15.0,438.5770992924101,0,0
16.0,454.3087728861932,0,0
17.0,470.0404464799763,0,0
18.0,485.7721200737594,0,0
19.0,501.50379366754254,0,0
20.0,517.2354672613257,0,0
21.0,532.9671408551088,0,0
22.0,548.698814448892,0,0
23.0,564.4304880426752,0,0
24.0,580.1621616364583,0,0
25.0,595.8938352302415,0,0
26.0,611.6255088240247,0,0
27.0,627.3571824178078,0,0
28.0,643.088856011591,0,0
29.0,658.8205296053742,0,0
30.0,674.5522031991574,0,0
31.0,690.2838767929405,0,0
32.0,706.0155503867237,0,0
33.0,721.7472239805069,0,0
34.0,737.47889757429,0,0
35.0,753.2105711680732,0,1
36.0,768.9422447618564,0,1
37.0,784.6739183556396,0,1
38.0,800.4055919494227,0,2
39.0,816.1372655432059,0,2
40.0,831.8689391369891,0,2
41.0,847.6006127307722,0,2
42.0,863.3322863245554,0,2
43.0,879.0639599183386,0,2
44.0,894.7956335121218,0,2
45.0,910.5273071059049,0,2
46.0,926.2589806996881,0,2
47.0,941.9906542934713,0,2
48.0,957.7223278872544,0,2
49.0,973.4540014810376,0,2
50.0,989.1856750748208,0,2
51.0,4.91734866860395,0,2
52.0,20.649022262387085,0,2
53.0,36.38069585617022,0,2
54.0,52.112369449953356,0,2
55.0,67.84404304373649,0,2
56.0,83.57571663751962,0,2
57.0,99.30739023130275,0,2
58.0,115.03906382508588,0,2
59.0,130.770737418869,0,2
60.0,146.50241101265215,0,2
61.0,162.2340846064353,0,2
62.0,177.96575820021843,0,2
63.0,193.69743179400157,0,2
64.0,209.42910538778472,0,1
65.0,225.16077898156786,0,1
66.0,240.892452575351,0,1
67.0,256.6241261691341,0,0
68.0,272.35579976291723,0,0
69.0,288.08747335670034,0,0
70.0,303.81914695048346,0,0
71.0,319.55082054426657,0,0
72.0,335.2824941380497,0,0
73.0,351.0141677318328,0,0
74.0,366.7458413256159,0,0
75.0,382.477514919399,0,0
76.0,398.20918851318214,0,0
77.0,413.94086210696526,0,0
78.0,429.67253570074837,0,0
79.0,445.4042092945315,0,0
80.0,461.1358828883146,0,0
81.0,476.8675564820977,0,0
82.0,492.5992300758808,0,0
83.0,508.33090366966394,0,0
84.0,524.0625772634471,0,0
85.0,539.7942508572303,0,0
86.0,555.5259244510135,0,0
87.0,571.2575980447966,0,0
88.0,586.9892716385798,0,0
